Player,season,Date(M/D/Y),home,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,TS%,FP,2PM,2PA,2P%,USG_Proxy_per_MIN,rest_days
유기상,23-24,3/24/2024,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,C,32.55,7,2,9,0.222,2,8,0.25,1,2,0.5,1,2,3,1,0,0,0,1,0.354251012,12.1,0,1,0,0.304,2
유기상,23-24,3/22/2024,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SG,29.42,5,2,6,0.333,1,3,0.333,0,1,0,2,1,3,2,2,0,0,4,0.388198758,17.6,1,3,0.333,0.219,3
유기상,23-24,3/19/2024,1,Changwon LG Sakers,Anyang KGC,W,Starter,C,29.98,14,3,9,0.333,2,6,0.333,6,7,0.857,6,1,7,0,1,0,0,3,0.579470199,25.4,1,3,0.333,0.403,2
유기상,23-24,3/17/2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SF,33.72,10,3,7,0.429,3,6,0.5,1,2,0.5,0,3,3,1,1,0,1,3,0.634517766,17.1,0,1,0,0.263,2
유기상,23-24,3/15/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SF,24.67,17,6,8,0.75,5,6,0.833,0,0,0,0,1,1,1,1,1,0,1,1.0625,25.7,1,2,0.5,0.324,4
유기상,23-24,3-11-2024,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SF,29.85,10,4,5,0.8,2,3,0.667,0,0,0,1,2,3,1,3,0,0,4,1,24.1,2,2,1,0.168,4
유기상,23-24,3-7-2024,1,Changwon LG Sakers,Korea Gas Corporation,W,Bench,C,20.75,9,3,9,0.333,3,8,0.375,0,0,0,1,0,1,1,1,1,0,3,0.5,17.7,0,1,0,0.434,4
유기상,23-24,3-3-2024,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,C,30.00,10,2,3,0.667,2,3,0.667,4,6,0.667,3,1,4,1,2,0,0,1,0.886524823,22.3,0,0,,0.188,2
유기상,23-24,3-1-2024,1,Changwon LG Sakers,Anyang KGC,W,Starter,C,23.23,11,3,7,0.429,3,5,0.6,2,2,1,2,0,2,1,2,0,1,3,0.697969543,19.9,0,2,0,0.382,15
유기상,23-24,2/15/2024,0,Changwon LG Sakers,Seoul SK,W,Starter,SF,30.58,15,5,11,0.455,4,7,0.571,1,2,0.5,3,2,5,0,1,0,1,2,0.631313131,23,1,4,0.25,0.421,3
유기상,23-24,2-12-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,SG,27.87,12,3,6,0.5,2,4,0.5,4,4,1,1,2,3,1,1,0,0,0,0.773195876,20.1,1,2,0.5,0.278,2
유기상,23-24,2-10-2024,0,Changwon LG Sakers,Korea Gas Corporation,W,Bench,C,3.73,3,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,3,0,0,,0.536,2
유기상,23-24,2-8-2024,0,Changwon LG Sakers,Jeonju KCC Egis,L,Starter,C,18.45,3,1,4,0.25,1,3,0.333,0,0,0,2,0,2,0,0,1,0,3,0.375,8.4,0,1,0,0.217,2
유기상,23-24,2-6-2024,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,SG,34.22,10,4,6,0.667,2,3,0.667,0,0,0,1,2,3,1,0,0,0,2,0.833333333,15.1,2,3,0.667,0.175,3
유기상,23-24,2-3-2024,1,Changwon LG Sakers,Seoul Samsung Thunders,L,Bench,C,28.67,6,2,7,0.286,2,6,0.333,0,0,0,0,2,2,0,1,0,0,3,0.428571429,11.4,0,1,0,0.244,2
유기상,23-24,2-1-2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,C,31.38,15,5,7,0.714,2,3,0.667,3,3,1,0,8,8,1,1,1,2,3,0.901442308,30.1,3,4,0.75,0.329,2
유기상,23-24,1/30/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SF,19.47,18,7,10,0.7,4,7,0.571,0,0,0,1,0,1,0,0,1,0,2,0.9,22.2,3,3,1,0.514,2
유기상,23-24,1/28/2024,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SF,28.82,5,2,5,0.4,0,3,0,1,2,0.5,1,1,2,1,2,0,2,0,0.425170068,12.9,2,2,1,0.273,2
유기상,23-24,1/26/2024,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SF,24.88,5,2,4,0.5,1,2,0.5,0,0,0,0,4,4,1,2,0,0,3,0.625,17.3,1,2,0.5,0.161,5
유기상,23-24,1/21/2024,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,SF,24.00,13,5,10,0.5,1,3,0.333,2,2,1,3,1,4,0,0,0,0,2,0.597426471,17.8,4,7,0.571,0.453,2
유기상,23-24,1/19/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SF,30.00,14,5,7,0.714,4,5,0.8,0,0,0,0,1,1,0,2,1,0,1,1,24.2,1,2,0.5,0.233,10
유기상,23-24,1-9-2024,1,Changwon LG Sakers,Seoul SK,L,Bench,C,22.60,5,1,7,0.143,1,5,0.2,2,2,1,1,1,2,1,1,1,1,2,0.317258883,13.9,0,2,0,0.393,2
유기상,23-24,1-7-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,C,12.55,3,1,3,0.333,1,3,0.333,0,0,0,0,0,0,0,1,0,0,1,0.5,6,0,0,,0.239,1
유기상,23-24,1-6-2024,1,Changwon LG Sakers,Korea Gas Corporation,L,Starter,C,26.42,6,2,6,0.333,2,6,0.333,0,0,0,0,1,1,0,0,0,1,1,0.5,6.2,0,0,,0.265,4
유기상,23-24,1-2-2024,0,Changwon LG Sakers,Anyang KGC,L,Bench,C,13.08,2,0,1,0,0,1,0,2,3,0.667,0,1,1,0,0,1,0,5,0.431034483,6.2,0,0,,0.177,2
유기상,23-24,12/31/2023,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,30.55,9,3,6,0.5,3,5,0.6,0,0,0,0,2,2,0,0,2,0,2,0.75,17.4,0,1,0,0.196,2
유기상,23-24,12/29/2023,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,C,16.25,0,0,5,0,0,3,0,0,0,0,1,0,1,1,3,0,1,0,0,10.7,0,2,0,0.369,3
유기상,23-24,12/26/2023,1,Changwon LG Sakers,Anyang KGC,W,Bench,C,21.60,6,2,6,0.333,2,4,0.5,0,0,0,0,1,1,0,0,0,0,0,0.5,7.2,0,2,0,0.278,2
유기상,23-24,12/24/2023,0,Changwon LG Sakers,Jeonju KCC Egis,L,Bench,C,9.80,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,,0.408,1
유기상,23-24,12/23/2023,1,Changwon LG Sakers,Seoul SK,L,Starter,SF,28.15,11,2,10,0.2,2,7,0.286,5,7,0.714,2,2,4,1,0,0,2,3,0.420489297,15.3,0,3,0,0.536,6
유기상,23-24,12/17/2023,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,C,28.10,11,4,9,0.444,3,7,0.429,0,0,0,0,3,3,1,0,2,0,3,0.611111111,22.1,1,2,0.5,0.32,1
유기상,23-24,12/16/2023,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,C,17.37,5,2,5,0.4,1,4,0.25,0,0,0,0,0,0,0,0,0,1,2,0.5,4,1,1,1,0.345,5
유기상,23-24,12-11-2023,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SF,31.77,6,1,5,0.2,1,4,0.25,3,5,0.6,1,2,3,0,0,1,0,1,0.416666667,12.6,0,1,0,0.227,2
유기상,23-24,12-9-2023,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,SF,31.60,8,3,8,0.375,2,5,0.4,0,0,0,0,2,2,0,1,0,1,2,0.5,12.4,1,3,0.333,0.285,2
유기상,23-24,12-7-2023,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,SF,24.47,13,4,6,0.667,3,4,0.75,2,2,1,0,0,0,0,0,0,0,3,0.944767442,13,1,2,0.5,0.281,2
유기상,23-24,12-5-2023,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SF,28.75,9,2,5,0.4,2,4,0.5,3,3,1,1,3,4,0,0,1,1,4,0.712025316,15.8,0,1,0,0.255,3
유기상,23-24,12-2-2023,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SF,29.37,9,3,10,0.3,1,6,0.167,2,2,1,0,1,1,1,1,0,1,3,0.413602941,13.7,2,4,0.5,0.404,2
유기상,23-24,11/30/2023,0,Changwon LG Sakers,Seoul SK,W,Starter,SF,18.85,9,3,7,0.429,3,5,0.6,0,0,0,1,1,2,0,0,0,0,3,0.642857143,11.4,0,2,0,0.371,2
유기상,23-24,11/28/2023,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Starter,SF,27.07,3,1,11,0.091,1,5,0.2,0,0,0,1,2,3,0,0,0,2,3,0.136363636,4.6,0,6,0,0.48,3
유기상,23-24,11/25/2023,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SF,26.63,7,3,5,0.6,1,2,0.5,0,0,0,1,2,3,0,0,1,0,4,0.7,13.6,2,3,0.667,0.188,2
유기상,23-24,11/23/2023,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SF,12.90,6,2,6,0.333,2,5,0.4,0,0,0,1,1,2,0,1,0,0,0,0.5,11.4,0,1,0,0.465,4
유기상,23-24,11/19/2023,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SF,28.68,13,5,9,0.556,3,5,0.6,0,0,0,1,0,1,1,1,0,0,2,0.722222222,18.7,2,4,0.5,0.314,2
유기상,23-24,11/17/2023,0,Changwon LG Sakers,Anyang KGC,W,Starter,SF,30.53,11,4,6,0.667,3,3,1,0,0,0,0,0,0,0,1,1,2,4,0.916666667,15,1,3,0.333,0.262,5
유기상,23-24,11-12-2023,0,Changwon LG Sakers,Anyang KGC,L,Bench,C,30.33,6,2,7,0.286,0,5,0,2,2,1,0,3,3,2,4,2,0,1,0.38071066,30.6,2,2,1,0.26,2
유기상,23-24,11-10-2023,1,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,C,19.50,18,6,9,0.667,6,8,0.75,0,0,0,1,1,2,1,0,0,1,2,1,20.9,0,1,0,0.513,6
유기상,23-24,11-4-2023,1,Changwon LG Sakers,Seoul SK,W,Starter,C,22.22,4,2,7,0.286,0,3,0,0,0,0,0,2,2,2,4,0,1,0,0.285714286,20.4,2,4,0.5,0.36,2
유기상,23-24,11-2-2023,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,20.37,8,3,5,0.6,1,3,0.333,1,3,0.333,0,3,3,1,2,1,3,4,0.632911392,19.1,2,2,1,0.458,4
유기상,23-24,10/29/2023,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,C,15.28,5,2,6,0.333,1,4,0.25,0,0,0,1,0,1,0,1,0,0,1,0.416666667,9.2,1,2,0.5,0.393,3
유기상,23-24,10/26/2023,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Bench,C,2.98,6,1,2,0.5,1,2,0.5,3,3,1,2,0,2,0,0,0,1,2,0.903614458,7.4,0,0,,1.45,3
유기상,23-24,10/23/2023,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Bench,C,4.42,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,3.2,0,0,,0.425,
양홍석,25-26,4-8-2026,0,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,C,23.85,9,3,8,0.375,1,4,0.25,2,4,0.5,1,1,2,0,0,0,1,2,0.461065574,10.4,2,4,0.5,0.451,3
양홍석,25-26,4-5-2026,1,Changwon LG Sakers,Jeonju KCC Egis,L,Bench,C,19.10,3,1,4,0.25,1,2,0.5,0,0,0,0,2,2,3,0,0,1,2,0.375,8.9,0,2,0,0.262,2
양홍석,25-26,4-3-2026,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,C,10.55,0,0,4,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0.2,0,1,0,0.474,3
양홍석,25-26,3/31/2026,0,Changwon LG Sakers,Anyang KGC,L,Starter,C,25.15,5,1,6,0.167,1,2,0.5,2,2,1,1,5,6,1,0,1,0,2,0.363372093,16.7,0,4,0,0.274,2
양홍석,25-26,3/29/2026,1,Changwon LG Sakers,Seoul SK,W,Starter,SF,26.18,17,5,12,0.417,3,8,0.375,4,4,1,1,5,6,1,0,0,0,2,0.617732558,25.7,2,4,0.5,0.526,3
양홍석,25-26,3/26/2026,0,Changwon LG Sakers,Korea Gas Corporation,W,Bench,C,21.80,12,3,4,0.75,1,1,1,5,6,0.833,1,4,5,2,1,1,4,1,0.903614458,23,2,3,0.667,0.488,11
양홍석,25-26,3/15/2026,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,SF,21.48,2,1,6,0.167,0,3,0,0,0,0,2,3,5,2,1,0,1,2,0.166666667,13,1,3,0.333,0.326,2
양홍석,25-26,3/13/2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SF,25.93,11,4,8,0.5,0,4,0,3,3,1,3,3,6,1,1,0,2,0,0.590128755,20.7,4,4,1,0.437,2
양홍석,25-26,3-11-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SF,27.93,12,4,10,0.4,3,9,0.333,1,5,0.2,3,6,9,2,0,1,2,2,0.491803279,26.8,1,1,1,0.508,3
양홍석,25-26,3-8-2026,1,Changwon LG Sakers,Seoul SK,L,Bench,C,19.28,5,1,5,0.2,1,5,0.2,2,4,0.5,0,2,2,2,0,1,3,2,0.369822485,10.4,0,0,,0.506,2
양홍석,25-26,3-6-2026,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,C,15.73,3,1,5,0.2,1,4,0.25,0,0,0,0,1,1,2,0,0,0,1,0.3,7.2,0,1,0,0.318,16
양홍석,25-26,2/18/2026,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,C,22.07,18,7,11,0.636,4,5,0.8,0,0,0,0,5,5,1,0,0,2,1,0.818181818,23.5,3,6,0.5,0.589,2
양홍석,25-26,2/16/2026,1,Changwon LG Sakers,Goyang Sono Skygunners,L,Starter,SF,23.80,4,2,6,0.333,0,3,0,0,0,0,0,1,1,3,0,0,0,1,0.333333333,9.7,2,3,0.667,0.252,2
양홍석,25-26,2/14/2026,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,C,12.70,7,3,5,0.6,1,3,0.333,0,0,0,0,2,2,2,0,0,0,2,0.7,12.4,2,2,1,0.394,30
양홍석,25-26,1/15/2026,0,Changwon LG Sakers,Seoul SK,L,Bench,C,15.18,2,1,6,0.167,0,4,0,0,0,0,1,3,4,1,3,0,2,0,0.166666667,15.3,1,2,0.5,0.527,3
양홍석,25-26,1-12-2026,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,PF,24.17,8,3,10,0.3,0,4,0,2,2,1,5,7,12,1,0,1,1,4,0.367647059,25.9,3,6,0.5,0.492,2
양홍석,25-26,1-10-2026,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,32.45,15,7,14,0.5,1,7,0.143,0,1,0,2,4,6,5,1,0,2,1,0.519390582,30.7,6,7,0.857,0.507,3
양홍석,25-26,1-7-2026,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,C,9.72,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0,1,0,0.514,3
양홍석,25-26,1-4-2026,0,Changwon LG Sakers,Suwon KT Sonicboom,L,Bench,C,21.10,5,2,9,0.222,1,6,0.167,0,0,0,2,4,6,1,1,0,0,3,0.277777778,16.7,1,3,0.333,0.427,2
양홍석,25-26,1-2-2026,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Bench,C,14.95,11,3,9,0.333,1,5,0.2,4,5,0.8,1,0,1,3,0,0,1,1,0.491071429,15.7,2,4,0.5,0.816,2
양홍석,25-26,12/31/2025,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,C,20.52,13,3,11,0.273,2,5,0.4,5,6,0.833,2,3,5,2,0,2,0,1,0.476539589,28,1,6,0.167,0.665,3
양홍석,25-26,12/28/2025,1,Changwon LG Sakers,Anyang KGC,L,Starter,PF,25.95,7,2,10,0.2,0,5,0,3,5,0.6,2,7,9,4,0,0,3,1,0.286885246,20.8,2,5,0.4,0.586,2
양홍석,25-26,12/26/2025,0,Changwon LG Sakers,Jeonju KCC Egis,W,Bench,C,4.05,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,-0.6,0,1,0,0.988,3
양홍석,25-26,12/23/2025,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,SF,28.32,6,2,8,0.25,0,4,0,2,3,0.667,0,6,6,0,1,0,1,1,0.321888412,15.2,2,4,0.5,0.364,2
양홍석,25-26,12/21/2025,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Bench,C,13.72,0,0,7,0,0,4,0,0,0,0,3,1,4,1,1,0,0,0,0,9.3,0,3,0,0.51,7
양홍석,25-26,12/14/2025,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,SF,31.67,15,6,10,0.6,0,4,0,3,5,0.6,2,1,3,2,0,1,4,1,0.614754098,20.6,6,6,1,0.512,1
양홍석,25-26,12/13/2025,0,Changwon LG Sakers,Seoul SK,L,Starter,SF,28.07,12,5,14,0.357,0,6,0,2,2,1,6,0,6,3,0,0,2,3,0.403225806,21.7,5,8,0.625,0.601,6
양홍석,25-26,12-7-2025,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,C,28.70,21,9,17,0.529,3,8,0.375,0,1,0,1,3,4,4,1,0,6,0,0.60206422,28.8,6,9,0.667,0.817,1
양홍석,25-26,12-6-2025,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SF,24.05,9,4,6,0.667,1,2,0.5,0,1,0,0,4,4,5,0,0,5,2,0.698757764,16.3,3,4,0.75,0.476,2
양홍석,25-26,12-4-2025,1,Changwon LG Sakers,Korea Gas Corporation,L,Bench,C,16.03,3,1,8,0.125,1,3,0.333,0,0,0,0,5,5,3,1,0,0,1,0.1875,16.5,0,5,0,0.499,
양홍석,23-24,3/31/2024,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,C,24.80,9,4,11,0.364,1,4,0.25,0,0,0,0,0,0,2,1,0,1,4,0.409090909,14,3,7,0.429,0.484,3
양홍석,23-24,3/28/2024,0,Changwon LG Sakers,Seoul SK,L,Starter,C,29.55,19,7,13,0.538,4,9,0.444,1,1,1,0,8,8,2,2,0,1,3,0.706845238,36.6,3,4,0.75,0.489,4
양홍석,23-24,3/24/2024,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,SF,33.37,9,4,8,0.5,1,3,0.333,0,2,0,0,1,1,1,0,0,1,2,0.506756757,10.7,3,5,0.6,0.296,2
양홍석,23-24,3/22/2024,0,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,C,18.92,11,4,8,0.5,3,4,0.75,0,0,0,2,1,3,3,0,0,3,4,0.6875,16.1,1,4,0.25,0.581,3
양홍석,23-24,3/19/2024,1,Changwon LG Sakers,Anyang KGC,W,Bench,C,16.70,13,4,7,0.571,3,5,0.6,2,2,1,4,4,8,2,0,0,1,1,0.824873096,24.6,1,2,0.5,0.532,2
양홍석,23-24,3/17/2024,1,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,C,17.58,2,1,6,0.167,0,0,0,0,0,0,1,3,4,1,3,0,1,0,0.166666667,16.3,1,6,0.167,0.398,2
양홍석,23-24,3/15/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,23.20,12,5,7,0.714,0,0,0,2,3,0.667,4,4,8,4,0,0,3,1,0.721153846,24.6,5,7,0.714,0.488,4
양홍석,23-24,3-11-2024,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,C,36.17,17,8,16,0.5,1,7,0.143,0,0,0,4,3,7,2,1,0,1,2,0.53125,30.4,7,9,0.778,0.47,4
양홍석,23-24,3-7-2024,1,Changwon LG Sakers,Korea Gas Corporation,W,Starter,C,27.42,12,6,14,0.429,0,6,0,0,0,0,2,5,7,6,1,2,1,2,0.428571429,37.4,6,8,0.75,0.547,4
양홍석,23-24,3-3-2024,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Bench,C,28.33,20,7,19,0.368,3,9,0.333,3,5,0.6,4,4,8,2,2,0,2,3,0.471698113,36.6,4,10,0.4,0.819,2
양홍석,23-24,3-1-2024,1,Changwon LG Sakers,Anyang KGC,W,Bench,C,10.72,6,2,4,0.5,0,2,0,2,4,0.5,0,2,2,1,0,0,2,1,0.520833333,7.9,2,2,1,0.724,15
양홍석,23-24,2/15/2024,0,Changwon LG Sakers,Seoul SK,W,Starter,PF,33.38,12,5,12,0.417,2,7,0.286,0,0,0,0,6,6,7,1,0,2,4,0.5,30.7,3,5,0.6,0.419,3
양홍석,23-24,2-12-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,L,Starter,C,31.80,17,7,16,0.438,0,3,0,3,3,1,4,3,7,5,1,0,0,4,0.490762125,35.9,7,13,0.538,0.545,2
양홍석,23-24,2-10-2024,0,Changwon LG Sakers,Korea Gas Corporation,W,Starter,C,34.75,11,3,7,0.429,1,4,0.25,4,4,1,2,8,10,6,3,0,2,4,0.627853881,39,2,3,0.667,0.31,2
양홍석,23-24,2-8-2024,0,Changwon LG Sakers,Jeonju KCC Egis,L,Bench,C,25.77,5,2,6,0.333,0,4,0,1,1,1,2,2,4,1,0,0,1,1,0.388198758,10.3,2,2,1,0.289,2
양홍석,23-24,2-6-2024,1,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,PF,20.53,10,4,7,0.571,0,1,0,2,2,1,0,0,0,1,0,0,3,0,0.634517766,8.5,4,6,0.667,0.53,3
양홍석,23-24,2-3-2024,1,Changwon LG Sakers,Seoul Samsung Thunders,L,Starter,PF,32.33,15,5,9,0.556,2,6,0.333,3,3,1,0,4,4,7,0,1,3,4,0.726744186,30.3,3,3,1,0.412,2
양홍석,23-24,2-1-2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,35.10,16,6,12,0.5,3,5,0.6,1,2,0.5,2,0,2,3,1,0,3,3,0.621118012,22.9,3,7,0.429,0.452,2
양홍석,23-24,1/30/2024,0,Changwon LG Sakers,Goyang Sono Skygunners,W,Starter,C,34.62,19,9,12,0.75,1,2,0.5,0,0,0,2,2,4,5,1,0,1,3,0.791666667,33.3,8,10,0.8,0.376,2
양홍석,23-24,1/28/2024,0,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,C,32.43,12,5,10,0.5,1,4,0.25,1,3,0.333,3,3,6,3,0,0,1,3,0.530035336,22.7,4,6,0.667,0.38,2
양홍석,23-24,1/26/2024,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,C,35.38,28,10,15,0.667,4,5,0.8,4,4,1,0,4,4,2,0,0,1,3,0.835322196,34.8,6,10,0.6,0.502,5
양홍석,23-24,1/21/2024,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,C,33.15,17,7,15,0.467,3,5,0.6,0,0,0,3,1,4,2,0,1,0,2,0.566666667,27.8,4,10,0.4,0.452,2
양홍석,23-24,1/19/2024,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,C,32.20,20,8,14,0.571,2,5,0.4,2,2,1,1,4,5,3,1,0,1,3,0.672043011,32.5,6,9,0.667,0.493,10
양홍석,23-24,1-9-2024,1,Changwon LG Sakers,Seoul SK,L,Bench,C,14.87,7,3,6,0.5,1,2,0.5,0,0,0,0,0,0,2,0,0,2,2,0.583333333,8,2,4,0.5,0.538,2
양홍석,23-24,1-7-2024,1,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Bench,C,5.85,2,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,3.7,1,1,1,0.342,1
양홍석,23-24,1-6-2024,1,Changwon LG Sakers,Korea Gas Corporation,L,Starter,SF,32.63,11,4,11,0.364,1,4,0.25,2,4,0.5,3,4,7,4,0,0,2,4,0.431034483,23.4,3,7,0.429,0.452,4
양홍석,23-24,1-2-2024,0,Changwon LG Sakers,Anyang KGC,L,Bench,C,31.55,21,9,15,0.6,3,6,0.5,0,3,0,2,2,4,2,0,0,1,3,0.643382353,27.8,6,9,0.667,0.549,2
양홍석,23-24,12/31/2023,1,Changwon LG Sakers,Goyang Sono Skygunners,W,Bench,C,22.10,10,3,7,0.429,1,2,0.5,3,4,0.75,4,4,8,2,1,0,0,0,0.570776256,25.6,2,5,0.4,0.396,2
양홍석,23-24,12/29/2023,0,Changwon LG Sakers,Wonju Dongbu Promy,L,Starter,C,27.13,12,6,15,0.4,0,7,0,0,0,0,4,4,8,1,0,0,1,1,0.4,22.1,6,8,0.75,0.59,3
양홍석,23-24,12/26/2023,1,Changwon LG Sakers,Anyang KGC,W,Starter,C,28.62,9,4,10,0.4,0,6,0,1,1,1,2,3,5,4,0,0,2,3,0.431034483,19,4,4,1,0.435,2
양홍석,23-24,12/24/2023,0,Changwon LG Sakers,Jeonju KCC Egis,L,Starter,C,37.03,16,5,13,0.385,4,7,0.571,2,2,1,1,6,7,1,0,0,1,5,0.576368876,24.9,1,6,0.167,0.402,1
양홍석,23-24,12/23/2023,1,Changwon LG Sakers,Seoul SK,L,Starter,C,32.63,9,3,11,0.273,0,6,0,3,4,0.75,0,8,8,5,1,0,4,2,0.352664577,25.1,3,5,0.6,0.514,6
양홍석,23-24,12/17/2023,1,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,SF,26.58,26,10,20,0.5,3,6,0.5,3,4,0.75,2,7,9,7,2,1,1,2,0.597426471,55.3,7,14,0.5,0.856,1
양홍석,23-24,12/16/2023,0,Changwon LG Sakers,Korea Gas Corporation,L,Starter,SF,26.42,7,3,9,0.333,1,4,0.25,0,0,0,0,7,7,1,1,0,1,1,0.388888889,18.9,2,5,0.4,0.379,5
양홍석,23-24,12-11-2023,0,Changwon LG Sakers,Ulsan Mobis Phoebus,W,Starter,C,26.10,19,7,14,0.5,3,6,0.5,2,3,0.667,3,6,9,3,2,0,1,4,0.620104439,39.3,4,8,0.5,0.625,2
양홍석,23-24,12-9-2023,1,Changwon LG Sakers,Suwon KT Sonicboom,W,Starter,C,27.28,10,4,12,0.333,1,6,0.167,1,2,0.5,1,5,6,0,1,0,0,2,0.388198758,20.2,3,6,0.5,0.472,2
양홍석,23-24,12-7-2023,1,Changwon LG Sakers,Jeonju KCC Egis,W,Starter,PF,34.72,22,8,13,0.615,3,4,0.75,3,3,1,2,5,7,2,1,0,2,3,0.768156425,34.4,5,9,0.556,0.47,2
양홍석,23-24,12-5-2023,0,Changwon LG Sakers,Seoul Samsung Thunders,W,Starter,C,28.93,22,10,14,0.714,1,3,0.333,1,3,0.333,3,5,8,3,1,1,1,2,0.718015666,41.1,9,11,0.818,0.564,3
양홍석,23-24,12-2-2023,0,Changwon LG Sakers,Wonju Dongbu Promy,W,Starter,C,37.22,15,6,14,0.429,2,7,0.286,1,1,1,2,2,4,5,1,0,3,4,0.519390582,27.3,4,7,0.571,0.469,2
양홍석,23-24,11/30/2023,0,Changwon LG Sakers,Seoul SK,W,Starter,C,31.05,9,2,11,0.182,2,6,0.333,3,5,0.6,5,5,10,4,0,2,1,3,0.340909091,32,0,5,0,0.457,2
